4.632641866214568836e+03,8.078121885086119391e+02
4.564256622955405874e+03,7.239109656878219994e+02
4.365853217623967794e+03,8.009161975913140168e+02
4.080100594013747013e+03,9.032067295231510116e+02
3.969477406390557462e+03,8.997587340651573413e+02
3.699240762341962636e+03,7.256349634161636004e+02
3.679702121411147800e+03,9.169987113577467426e+02
3.596375564500242035e+03,8.342468203554143429e+02
3.598099562228583636e+03,7.256349634161636004e+02
3.497389361551221100e+03,7.290829588754677388e+02
3.393374831889731922e+03,8.233281680715492712e+02
3.269534328345762333e+03,1.240535618535962840e+03
3.168967794142266939e+03,1.243408948084072563e+03
3.155750478218865737e+03,1.146865075249765368e+03
3.063660266185832370e+03,1.145715743429997246e+03
3.069406925283361943e+03,1.262372923106314147e+03
2.966541727440330305e+03,1.262947589014887626e+03
3.045270957073474619e+03,6.854083497360759338e+02
2.919131789891279368e+03,9.152747136280946734e+02
2.922005119439389091e+03,1.031357227393216817e+03
2.851321212542000012e+03,1.160082391173166570e+03
2.854194542091420317e+03,1.268119582202533365e+03
2.751904010159583322e+03,1.274153574255660487e+03
2.836954564798830688e+03,7.991921998629724158e+02
2.728917373769464120e+03,8.078121885086119391e+02
2.729779372634945503e+03,6.917296747421792134e+02
2.602203540674763644e+03,8.049388589591917480e+02
2.600479542945111461e+03,9.187227090860883436e+02
2.596456881577234071e+03,1.043425211498160479e+03
2.721734049897879686e+03,1.041126547858624235e+03
2.607950199772293672e+03,1.158933059354709030e+03
2.622316847515462996e+03,1.278750901533422166e+03
2.634959497528980137e+03,1.386213426652904900e+03
2.513273991145437321e+03,1.287945556088945750e+03
2.498907343402267998e+03,1.173012374142281033e+03
2.486264693388750857e+03,8.227535021616652102e+02
2.483391363839330552e+03,6.900056770138377260e+02
2.355671865403970969e+03,7.106936497644207975e+02
2.238440019819081044e+03,7.118429815828783376e+02
2.374061174515018138e+03,9.417093454762075453e+02
2.374061174515018138e+03,1.056642527421561681e+03
2.245910676644952218e+03,1.166978382090464493e+03
2.280390631228820894e+03,1.285646892449409506e+03
2.140028482778633588e+03,8.445908067307058218e+02
2.018199309915981758e+03,8.417174771825962125e+02
2.144051144146511433e+03,9.652706477749002261e+02
2.029117962201157297e+03,1.080778495630138423e+03
2.045783273582552056e+03,1.196861009396571035e+03
2.048081937222088072e+03,1.316104185665400109e+03
2.172209773722966020e+03,1.291393551546939307e+03
1.904271793313907438e+03,7.331056202433454700e+02
1.790487943187011069e+03,7.468976020766307329e+02
1.909443786501553404e+03,9.514786659416150769e+02
1.915765111508967038e+03,1.071583841074614838e+03
1.924959766064490623e+03,1.202033002584216774e+03
1.936453084258239642e+03,1.309782860657986248e+03
1.826691895500531473e+03,1.309208194748102187e+03
1.718942037428072354e+03,1.305185533380224570e+03
1.671244766920802931e+03,7.285082929655836779e+02
1.687910078303508271e+03,8.664281113010570152e+02
1.577286890680318720e+03,9.790626296081854889e+02
1.578436222498776260e+03,1.199734338944680758e+03
1.503154988324936312e+03,1.297140210644469107e+03
1.601997524798779523e+03,1.308058862929644647e+03
1.438505073483295519e+03,8.514867976480037441e+02
1.390807802974715514e+03,1.188815686659505218e+03
1.277023952847819146e+03,1.196861009396571035e+03
1.262082639194765761e+03,1.070434509254846944e+03
1.268978630112063684e+03,1.317828183395052292e+03
1.367246500676022833e+03,1.309208194748102187e+03
1.148155122594002023e+03,1.078479831991912761e+03
1.134937806669290467e+03,8.549347931059974144e+02
1.138960468037168084e+03,7.428749407087530017e+02
9.256157490526771880e+02,7.497709316260508103e+02
7.750532807023762416e+02,7.595402520914583420e+02
8.997557831144483771e+02,8.807947590442263390e+02
9.072264399403197785e+02,9.899812818933611425e+02
9.123984331279655180e+02,1.098018472922727824e+03
9.307877422403230412e+02,1.204906332132326497e+03
7.473256505593176371e+02,1.224444973063141560e+03
7.237643482606248426e+02,9.934292773513548127e+02
6.611257640989915672e+02,9.388360159267873541e+02
5.944645185707910287e+02,9.164240454478626816e+02
6.151524913213741002e+02,1.009519922824176092e+03
6.295191390645434240e+02,1.234788959438433039e+03
5.375725935079980218e+02,1.241110284445846901e+03
5.369979275981139608e+02,1.138819752514009906e+03
5.450432503338694232e+02,1.330470833408569433e+03
5.038109713131228773e+02,8.399934794529441433e+02
5.015123076735867471e+02,7.060963224853485372e+02
5.112816281389942787e+02,9.399853477465554761e+02
4.023824382454567399e+02,7.279336270556997306e+02
3.253772063419646656e+02,7.348296179729975393e+02
3.265265381604222057e+02,8.698761067590506855e+02
4.133010905306323366e+02,8.532107953776558134e+02
3.460651790912372121e+02,9.543519954897246862e+02
3.431918495431276028e+02,1.043425211498160479e+03
4.351383950996729482e+02,1.024461236477229477e+03
4.092784291627546054e+02,1.159507725263282509e+03
2.200696783855299543e+02,1.170426377548458049e+03
2.332869943089311562e+02,9.710173068724301402e+02
2.252416715731757506e+02,7.957442044036682773e+02
1.183538123635770631e+02,9.175733772676308035e+02
1.166298146339249655e+02,9.807866273378375581e+02
1.108831555363951651e+02,1.045149209227812435e+03
5.801389184147986100e+01,1.099742470652380007e+03
5.858855775136389354e+01,1.161806388902818753e+03
1.893660997984979133e+01,1.250592271955657225e+03
7.586958263899328259e+00,7.440242725285210099e+02
7.443291784790176280e+00,9.957279409908909429e+02
5.801389184147986100e+01,1.384776761878850039e+03
3.962458273043289125e+01,1.502583273373624252e+03
3.847525091066482616e+01,1.593380487110401646e+03
1.491394861197207966e+01,1.802558878253147668e+03
4.824457137607234358e+01,1.889908096531931278e+03
1.654764169609625526e+02,1.887034766983821783e+03
2.625949557051537226e+02,1.865772128323354536e+03
1.528337669474454117e+02,1.780721573682796588e+03
2.568482966089344472e+02,1.781870905502564710e+03
2.419069829558811193e+02,1.660041732639912652e+03
2.281150011212853883e+02,1.564647191624062998e+03
1.459377760301475178e+02,1.492813952908216834e+03
1.901870510794233837e+02,1.362364791398614898e+03
2.212190102052980194e+02,1.472700646067517710e+03
3.443411813628956679e+02,1.455460668774928308e+03
4.253690746342654734e+02,1.345124814107335851e+03
5.408769224908140814e+02,1.443392684671295228e+03
5.638635588796228149e+02,1.546257882513016057e+03
3.650291541134787394e+02,1.668661721285552176e+03
3.719251450294661367e+02,1.773250916856925187e+03
4.575503655799081457e+02,1.862324132865360980e+03
3.568401648999246731e+02,1.868070791962890780e+03
5.670242213833297455e+02,1.665213725827558392e+03
6.566721033016494857e+02,1.545683216603131996e+03
6.641427601275208872e+02,1.426152707378705827e+03
6.693147533151666266e+02,1.836464166927132055e+03
5.721962145709754850e+02,1.937892699994798249e+03
6.739120805929284188e+02,2.008001940982302813e+03
7.901382608345386416e+02,1.766929591849511326e+03
9.573660405662345738e+02,1.327310170904862389e+03
9.165647609749523781e+02,1.449714009677398508e+03
9.177140927947203863e+02,1.565796523443831120e+03
9.257594155304758488e+02,1.675557712202849871e+03
8.935781245861436446e+02,1.743942955460702706e+03
8.751888154737861214e+02,1.819798855544426715e+03
7.924369244727643036e+02,1.998807286425468874e+03
1.021728622452277932e+03,1.329608834544398633e+03
1.138385802127284023e+03,1.313518189071577353e+03
1.259640309081362602e+03,1.447415346039172846e+03
1.142408463496472223e+03,1.441668686941643045e+03
1.052185915668268535e+03,1.444542016491063123e+03
1.052760581578152596e+03,1.556601868888307763e+03
1.151028452142111746e+03,1.559475198436417259e+03
1.056783242946030214e+03,1.669811053105320070e+03
1.156200445329757486e+03,1.668087055375668115e+03
1.171141758982810870e+03,1.773250916856925187e+03
1.050461917938616352e+03,1.778997575954454987e+03
1.080344545244723122e+03,1.910596069282514463e+03
1.171716424892694931e+03,1.902550746546759001e+03
1.288086271609482765e+03,1.891632094261583461e+03
1.278891617053959180e+03,1.769802921397621049e+03
1.396698128548733621e+03,1.878414778336871677e+03
1.390951469452514175e+03,1.759458935023639924e+03
1.386354142173441915e+03,1.661191064459680774e+03
1.381756814895680236e+03,1.568095187082056782e+03
1.400146124008037759e+03,1.434772696024345123e+03
1.515797638338453453e+03,1.434198030115771644e+03
1.611192179354303107e+03,1.434198030115771644e+03
1.499706992865632174e+03,1.566371189353715181e+03
1.516372304248337514e+03,1.753712275926110124e+03
1.520969631526099192e+03,1.868070791962890780e+03
1.635328147562879849e+03,1.858876137406056614e+03
1.623260163457936187e+03,1.747390950918696262e+03
1.820514236970916272e+03,1.426152707378705827e+03
1.737187680060010280e+03,1.550855209790777963e+03
1.745233002797076324e+03,1.643951087167091373e+03
1.749830330074838002e+03,1.733598969085410999e+03
1.757875652810593465e+03,1.845658821482655412e+03
1.864188846110308077e+03,1.844509489662887518e+03
1.952400063253262488e+03,1.734173634995295060e+03
2.079975895213444346e+03,1.714060328154595936e+03
2.079975895213444346e+03,1.634181766701683728e+03
1.951250731433494366e+03,1.636480430341219972e+03
1.948377401885384643e+03,1.533040566589614855e+03
1.940906745058202887e+03,1.416958052823182243e+03
2.062161252010970657e+03,1.416958052823182243e+03
2.182410093620458611e+03,1.515225923387141393e+03
2.281827296004185882e+03,1.397419411892367179e+03
2.292745948289361422e+03,1.503732605192081792e+03
2.308261927850988286e+03,1.763481596391517542e+03
2.402650803522247315e+03,1.401442073260245024e+03
2.407822796709893282e+03,1.522696580214323376e+03
2.426212105822250578e+03,1.745666953189044079e+03
2.526203974114551784e+03,1.503732605192081792e+03
2.637832827078399987e+03,1.491089955178564651e+03
2.644728817994387555e+03,1.613493793951100770e+03
2.756214004481747907e+03,1.379604768691204299e+03
2.858648202891383335e+03,1.368686116406028759e+03
2.878186843822198625e+03,1.471551314247749588e+03
2.883358837009844137e+03,1.595679150749937662e+03
3.025875982623079381e+03,1.947087354550321606e+03
2.967834725739207897e+03,1.358916795940621114e+03
3.070125257672355019e+03,1.354894134572743496e+03
3.088514566783402188e+03,1.458908664234232447e+03
3.110495537827620410e+03,1.588783159832639967e+03
3.174283453809021921e+03,1.344550148197452017e+03
3.164514133343614048e+03,1.465229989240335726e+03
3.205890078843469837e+03,1.566371189353715181e+03
3.227727383413820917e+03,1.682453703118837439e+03
3.301284619859319719e+03,1.457759332414464325e+03
3.295537960761789691e+03,1.565796523443831120e+03
3.346108560818479418e+03,1.736472298633520722e+03
3.346683226728363479e+03,1.853704144218410875e+03
3.404293484174907462e+03,1.334780827732044372e+03
3.429578784203252326e+03,1.614643125770868664e+03
3.448542759224183555e+03,1.844509489662887518e+03
3.586606244034834162e+03,1.719232321342241676e+03
3.704412755529608603e+03,1.832441505559254210e+03
3.707286085077718326e+03,1.947087354550321606e+03
3.600972891778003486e+03,1.951110015918199224e+03
3.842332573865081940e+03,1.944788690910785590e+03
3.830264589760138279e+03,1.714347661108882676e+03
3.939594779084450693e+03,1.629584439423922049e+03
3.970626738210325129e+03,1.827844178281492532e+03
4.086852918450625111e+03,1.600851143937583402e+03
4.541413653044395687e+03,1.330758166364166755e+03
4.464983087050787617e+03,1.542809887055022500e+03
4.479924400703840547e+03,1.706589671327414180e+03
4.498313709814888171e+03,1.813477530538323208e+03
5.285893339095374358e+03,1.751988278196457941e+03
5.472085093848001634e+03,1.930422043167616266e+03
5.554262318936517659e+03,1.883012105614633356e+03
5.637588875847423878e+03,1.854278810128294936e+03
5.590466271250038517e+03,1.756585605474219847e+03
5.606556916721548987e+03,1.700268346321310673e+03
5.589316939430270395e+03,1.588208493922755906e+03
5.631267550840009790e+03,1.447990011949056907e+03
5.712870110022574409e+03,1.367536784586260637e+03
5.773784696453245488e+03,1.354894134572743496e+03
5.707698116834928442e+03,1.437071359663881367e+03
5.692182137271991451e+03,1.530741902950078838e+03
5.671494164521408493e+03,1.683603034938605333e+03
5.709422114563270043e+03,1.793938889607508145e+03
5.714019441842342530e+03,1.872668119240652459e+03
5.810850647628315528e+03,1.416383386913298182e+03
5.880959888615820091e+03,1.399718075531903423e+03
5.880959888615820091e+03,1.484768630171150789e+03
5.862570579504773377e+03,1.523845912032780916e+03
5.791886672607384753e+03,1.530167237040194777e+03
5.776945358954330914e+03,1.599701812117815507e+03
5.857973252227011471e+03,1.680155039480611777e+03
5.836710613566544453e+03,1.610045798493106986e+03
5.767750704398808011e+03,1.671535050833661671e+03
5.758556049843284200e+03,1.758884269113755863e+03
5.851077261309713322e+03,1.760033600932213403e+03
5.797058665795029810e+03,1.813477530538323208e+03
5.797058665795029810e+03,1.873817451059109999e+03
5.882683886345472274e+03,1.880713441976407921e+03
5.960982116543909797e+03,1.393396750524489562e+03
6.029367359801762177e+03,1.392822084614605501e+03
6.041435343905395712e+03,1.474999309705743372e+03
